"Longitude","Latitude","Admin","Year","disease"
-66.58580098,18.21525385,"2",1990,"dengue"
-66.46376593,18.22531264,"0",1963,"dengue"
-66.4307539,18.21906025,"2",1990,"dengue"
-66.21891891,18.22899409,"2",1990,"dengue"
-66.043053,18.235221,"-999",1981,"dengue"
-65.90672061,18.2284935,"2",1990,"dengue"
-65.75069558,18.23465522,"2",1990,"dengue"
-65.7353,18.2136,"-999",1963,"dengue"
-63.0643944,18.23061705,"0",1968,"dengue"
96.25,18.25,"1",2017,"dengue"
101.318999,18.222749,"-999",2008,"dengue"
106,18.25,"2",2012,"dengue"
-98.05,18.2,"-999",2013,"dengue"
-71.25,18.16667,"1",2012,"dengue"
-67.14,18.208,"-999",1983,"dengue"
-66.93905864,18.17505611,"2",1990,"dengue"
-66.75143128,18.18363595,"2",1990,"dengue"
-66.3063,18.1866,"-999",1983,"dengue"
-66.15887351,18.17781292,"2",1990,"dengue"
-66.113505,18.177087,"-999",1998,"dengue"
-65.86735937,18.19218548,"2",1990,"dengue"
105.69848,18.17005,"2",2012,"dengue"
120.5934,18.198,"-999",2008,"dengue"
120.75,18.16667,"-999",2011,"dengue"
-96.84381,18.130436,"-999",2005,"dengue"
-94.433905,18.151468,"-999",2009,"dengue"
-94.14381,18.14231,"-999",2012,"dengue"
-77.3105975,18.1560718,"0",1995,"dengue"
-67.11098269,18.1374805,"2",1990,"dengue"
-66.493,18.13,"-999",1969,"dengue"
-66.26200485,18.13537737,"2",1990,"dengue"
-65.975075,18.142589,"-999",1981,"dengue"
-65.828,18.154,"-999",1963,"dengue"
73.838153,18.14944,"-999",2002,"dengue"
74.579601,18.153355,"-999",2005,"dengue"
83.40965,18.12662,"-999",2014,"dengue"
-98.12079,18.0914,"-999",2013,"dengue"
-96.11667,18.1,"-999",2012,"dengue"
-95.88196,18.10847,"-999",2012,"dengue"
-67.1456,18.0866,"-999",1983,"dengue"
-67.03581915,18.11446975,"2",1990,"dengue"
-66.94128002,18.0858522,"2",1990,"dengue"
-66.85643601,18.0834484,"2",1990,"dengue"
-66.35814216,18.10140669,"2",1990,"dengue"
-66.14731609,18.10694086,"2",1990,"dengue"
-66.118998,18.104712,"1",2009,"dengue"
-15.97842,18.084061,"1",2015,"dengue"
82.156405,18.085631,"-999",2010,"dengue"
98.890361,18.113856,"-999",2001,"dengue"
98.957621,18.114863,"1",2009,"dengue"
102.529803,18.110541,"1",2007,"dengue"
121.192148,18.08471243,"2",2003,"dengue"
-98.44111,18.04582,"-999",2013,"dengue"
-98.3069,18.06956,"2",2014,"dengue"
-96.13666,18.05251,"-999",2014,"dengue"
-96.123058,18.071451,"-999",2006,"dengue"
-77.746993,18.057919,"1",2007,"dengue"
-71.599998,18.083332,"-999",2008,"dengue"
-67.15175331,18.04426201,"2",1990,"dengue"
-67.042108,18.08059,"-999",2006,"dengue"
-66.78959565,18.04409689,"2",1990,"dengue"
-66.71936073,18.06242753,"2",1990,"dengue"
-66.49262901,18.05337066,"2",1990,"dengue"
-66.358706,18.078736,"1",2009,"dengue"
-65.8794,18.0506,"-999",1963,"dengue"
-63.05225,18.08255,"-999",2011,"dengue"
97.849,18.082,"-999",2006,"dengue"
103.314695,18.053628,"1",2002,"dengue"
103.6503867,18.07454884,"2",2010,"dengue"
120.5941,18.0463,"-999",2008,"dengue"
-96.09053751,18.03408891,"2",2000,"dengue"
-93.37128,18.00134,"-999",2013,"dengue"
-76.749816,18.009264,"-999",1977,"dengue"
-67.03798562,18.01555053,"2",1990,"dengue"
-66.614,18.017,"-999",1977,"dengue"
-66.25574112,18.01391974,"2",1990,"dengue"
-66.13275927,18.00823239,"2",1990,"dengue"
-66.0550549,18.00036584,"2",1990,"dengue"
-66.00912962,18.03358905,"2",1990,"dengue"
-65.92001182,18.02129941,"2",1990,"dengue"
-63.045818,18.025999,"-999",2010,"dengue"
103.1895383,18.01163956,"2",2010,"dengue"
121.1792,18.03359,"2",2012,"dengue"
-94.699997,17.966667,"-999",2008,"dengue"
-94.63695,17.99528,"-999",2012,"dengue"
-93.37183,17.999632,"-999",2006,"dengue"
-92.91666,17.98333,"-999",2013,"dengue"
-77.3,17.98333,"1",2012,"dengue"
-76.86722,17.97024,"-999",2012,"dengue"
-76.789055,17.989836,"-999",1963,"dengue"
-66.91798069,17.98523082,"2",1990,"dengue"
-66.38822997,17.99711425,"2",1990,"dengue"
-66.114278,17.98355,"-999",2002,"dengue"
-66.062536,17.963547,"-999",2000,"dengue"
79.5,18,"2",2015,"dengue"
95.707,17.966,"-999",2007,"dengue"
102.620087,17.970896,"-999",2001,"dengue"
103.9047934,17.9843514,"2",2010,"dengue"
121.833328,18,"-999",2010,"dengue"
-94.91495,17.94869,"-999",2012,"dengue"
-62.833333,17.9,"1",2008,"dengue"
78.21079725,17.88486026,"2",2004,"dengue"
82.68194434,17.88474402,"2",1965,"dengue"
102.4737546,17.91480389,"2",2006,"dengue"
102.742,17.87847,"-999",2014,"dengue"
-95.814786,17.825021,"-999",2003,"dengue"
-93.392401,17.832048,"-999",2006,"dengue"
-92.6,17.76667,"-999",2012,"dengue"
-91.76667,17.75,"-999",2013,"dengue"
-64.8347,17.7245,"-999",1989,"dengue"
-64.77140059,17.74002005,"2",1984,"dengue"
-64.747948,17.73563,"-999",2010,"dengue"
100.518264,17.741629,"1",2003,"dengue"
121.25,17.75,"-999",2009,"dengue"
-97.956169,17.682093,"-999",2000,"dengue"
74.18109413,17.66775235,"2",2002,"dengue"
75.91666,17.68333,"-999",2014,"dengue"
80.883331,17.66667,"-999",2010,"dengue"
83.218483,17.686815,"2",2018,"dengue"
120.427294,17.68736,"-999",2003,"dengue"
-101.5321,17.6515,"-999",1983,"dengue"
-99.997597,17.6649,"2",2015,"dengue"
120.391502,17.592976,"-999",2003,"dengue"
121.726944,17.613056,"-999",2008,"dengue"
-99.5,17.55,"-999",2012,"dengue"
-88.37006198,17.55635077,"2",2007,"dengue"
120.383949,17.569411,"-999",2003,"dengue"
120.75,17.58333,"2",2012,"dengue"
106.296977,17.529045,"1",1998,"dengue"
120.400858,17.536023,"-999",2003,"dengue"
80.333328,17.5,"2",2015,"dengue"
120.440254,17.497389,"-999",2003,"dengue"
121.75,17.5,"-999",2012,"dengue"
-99.48333,17.45,"-999",2012,"dengue"
121.079002,17.437,"-999",2011,"dengue"
121.2942198,17.41968,"2",1998,"dengue"
121.416,17.426001,"-999",2011,"dengue"
121.445999,17.419001,"-999",2011,"dengue"
-99.6413,17.3819,"-999",1997,"dengue"
78.45636,17.38405,"2",2017,"dengue"
78.46413088,17.38562032,"2",2004,"dengue"
102.79,17.4,"-999",2000,"dengue"
103.826476,17.387016,"1",2003,"dengue"
104.434378,17.390915,"1",1964,"dengue"
104.78,17.4,"-999",1993,"dengue"
-99.17546,17.34451,"2",2014,"dengue"
-88.834791,17.333925,"-999",2005,"dengue"
120.50005,17.333597,"-999",2003,"dengue"
-62.719169,17.320584,"1",2004,"dengue"
42.666672,17.33333,"1",2019,"dengue"
76.83334,17.33333,"-999",2013,"dengue"
95.963168,17.312958,"-999",2009,"dengue"
96.499672,17.327698,"-999",1973,"dengue"
120.583328,17.33333,"-999",2011,"dengue"
-88.799157,17.265007,"-999",2005,"dengue"
-88.711646,17.275703,"-999",2005,"dengue"
96.03005614,17.25915609,"2",2007,"dengue"
99.714615,17.258132,"1",1998,"dengue"
120.519962,17.270006,"-999",2003,"dengue"
-100.683,17.25,"-999",2012,"dengue"
-88.937209,17.212543,"-999",2005,"dengue"
-88.889869,17.223938,"-999",2005,"dengue"
-88.684769,17.21767,"0",2016,"dengue"
80.15,17.25,"-999",2014,"dengue"
120.5570212,17.2110617,"2",1998,"dengue"
77.83673,17.20319,"-999",2012,"dengue"
102.304374,17.178109,"1",2001,"dengue"
-88.746364,17.157316,"-999",2005,"dengue"
98.317001,17.132999,"-999",2010,"dengue"
121.466667,17.15,"-999",2011,"dengue"
-96.693274,17.094096,"-999",2000,"dengue"
-95.17641,17.09126,"-999",2014,"dengue"
-61.839989,17.114794,"1",2008,"dengue"
96.220773,17.094724,"-999",2009,"dengue"
120.974464,17.086322,"-999",2007,"dengue"
121,17.1,"-999",2010,"dengue"
121.1366593,17.09520089,"2",2007,"dengue"
-96.71667,17.05,"-999",2012,"dengue"
-88.901653,17.002441,"1",2005,"dengue"
95.226669,17.034212,"1",2017,"dengue"
107.013302,17.026258,"-999",1998,"dengue"
-96.5,17,"-999",2012,"dengue"
-95,17,"-999",2012,"dengue"
-90.017848,16.975562,"-999",2002,"dengue"
95,17,"1",2016,"dengue"
96.163321,16.959235,"1",1969,"dengue"
96.167,17,"-999",2010,"dengue"
97.25,17,"2",2017,"dengue"
100.548067,16.977018,"1",2001,"dengue"
101.2625812,16.97064049,"2",1997,"dengue"
-99.71442941,16.95766777,"2",2007,"dengue"
-0.353781,16.953436,"-999",2006,"dengue"
49.36531,16.93041,"-999",2012,"dengue"
96.101199,16.952619,"-999",2006,"dengue"
120.450954,16.934646,"-999",2003,"dengue"
-99.93722,16.8772,"-999",2014,"dengue"
-92.093854,16.906727,"-999",2007,"dengue"
42.551109,16.88917,"-999",2010,"dengue"
81.39222808,16.88689243,"2",2004,"dengue"
96.041069,16.913998,"-999",2009,"dengue"
97.640591,16.882089,"-999",1973,"dengue"
121.787926,16.916624,"2",2016,"dengue"
42.666672,16.866671,"1",2018,"dengue"
96.120903,16.865044,"-999",2006,"dengue"
96.13816448,16.8342191,"2",2007,"dengue"
120.78,16.86,"-999",1998,"dengue"
121.2126783,16.85359355,"2",1998,"dengue"
-88.91667,16.83333,"1",2014,"dengue"
96.142502,16.799282,"-999",1965,"dengue"
96.182113,16.816701,"-999",1984,"dengue"
100.25,16.83,"-999",2000,"dengue"
107.13333,16.81667,"-999",2013,"dengue"
121.166664,16.833332,"-999",2010,"dengue"
121.16667,16.83333,"2",2012,"dengue"
77.137543,16.770229,"2",2016,"dengue"
94.732647,16.775288,"-999",1971,"dengue"
96.16,16.78,"-999",1973,"dengue"
96.202335,16.787103,"-999",2009,"dengue"
100.26667,16.783333,"-999",2010,"dengue"
107.1516367,16.77569043,"2",1998,"dengue"
121.23333,16.783333,"-999",2009,"dengue"
-93.11667,16.75,"-999",2012,"dengue"
-62.19261223,16.73558313,"0",2009,"dengue"
77.98333,16.73333,"-999",2013,"dengue"
96.25,16.75,"-999",1989,"dengue"
98.56,16.71,"-999",1987,"dengue"
101.313253,16.72713708,"2",1997,"dengue"
106.93354,16.744105,"1",1998,"dengue"
107,16.75,"1",2013,"dengue"
121.5,16.733334,"-999",2011,"dengue"
121.553143,16.713997,"-999",2009,"dengue"
-95.6875,16.69528,"-999",2012,"dengue"
-62.167144,16.69888,"-999",2010,"dengue"
74.21667,16.7,"-999",2014,"dengue"
107.2345649,16.67357281,"2",1998,"dengue"
74.172256,16.640962,"-999",1998,"dengue"
100.996488,16.66016676,"2",1997,"dengue"
-95.976791,16.607242,"-999",2006,"dengue"
120.319443,16.61861,"-999",2011,"dengue"
-95.0974,16.56126,"-999",2012,"dengue"
80.79289732,16.55041093,"2",2004,"dengue"
104.519751,16.565349,"1",2002,"dengue"
120.426833,16.57933745,"2",2007,"dengue"
-92.504898,16.5098,"1",2015,"dengue"
80.61667,16.51667,"-999",2012,"dengue"
99.513934,16.518389,"-999",2004,"dengue"
120.6961363,16.52827322,"2",1998,"dengue"
120.830154,16.505883,"-999",1998,"dengue"
-92.4818,16.4861,"-999",1983,"dengue"
74.16730004,16.46679399,"2",2002,"dengue"
97.6238,16.4904,"-999",1971,"dengue"
99.47979524,16.46014689,"2",1991,"dengue"
99.5,16.46,"-999",1994,"dengue"
102.8080948,16.45918697,"2",1994,"dengue"
107.5847,16.46346,"-999",2013,"dengue"
120.416672,16.5,"-999",2011,"dengue"
120.66667,16.5,"2",2012,"dengue"
-97.917,16.417,"-999",2011,"dengue"
-95.020094,16.433615,"-999",2000,"dengue"
100.366669,16.433332,"2",2016,"dengue"
102.83,16.43,"-999",2003,"dengue"
103.5,16.43333,"-999",2013,"dengue"
120.5747,16.4209,"-999",2006,"dengue"
120.605696,16.424045,"-999",2001,"dengue"
16.382403,16.382403,"-999",1997,"dengue"
97.596596,16.390021,"1",2007,"dengue"
99.43519,16.379513,"-999",2004,"dengue"
99.555838,16.396596,"-999",2004,"dengue"
101.1810489,16.38022604,"2",1997,"dengue"
102.581123,16.405946,"1",1981,"dengue"
120.608722,16.395784,"-999",2001,"dengue"
-95.25964,16.37442,"-999",2012,"dengue"
99.647533,16.369078,"-999",2004,"dengue"
80.45,16.3,"-999",2012,"dengue"
99.536162,16.328773,"1",1974,"dengue"
-61.600504,16.27991,"1",1977,"dengue"
80.08127792,16.29143868,"2",2004,"dengue"
100.346249,16.257367,"1",2006,"dengue"
-95.38671029,16.22500316,"2",2006,"dengue"
-95.31515,16.23175,"-999",2012,"dengue"
-61.68752835,16.23916344,"0",2022,"dengue"
-61.5834,16.25,"1",2012,"dengue"
-96.66583,16.20083,"-999",2014,"dengue"
-95.1933,16.18797,"-999",2000,"dengue"
-88.842261,16.205645,"-999",2009,"dengue"
77.35436,16.20702,"-999",2014,"dengue"
100.4166442,16.20748251,"2",2006,"dengue"
103.3,16.18,"-999",1986,"dengue"
-95.20105,16.1661,"-999",2013,"dengue"
76.52019,16.161097,"-999",2003,"dengue"
103.446035,16.135869,"-999",2001,"dengue"
119.981575,16.16258,"-999",1999,"dengue"
-97.6,16.11667,"-999",2013,"dengue"
43.32947,16.11806,"1",2012,"dengue"
76.89009892,16.08555467,"2",2003,"dengue"
100.8328828,16.11588988,"2",1997,"dengue"
120.51,16.1,"-999",2000,"dengue"
43,16.08333,"2",2019,"dengue"
108.0129459,16.06404592,"2",2002,"dengue"
108.06115,16.068734,"1",2006,"dengue"
108.2128931,16.05274342,"2",2009,"dengue"
120.33333,16.05,"2",2012,"dengue"
43.357544,16.008856,"-999",2010,"dengue"
101.1523519,16.01025556,"2",1997,"dengue"
103.08179,16.03612,"-999",2012,"dengue"
-61.681738,15.989715,"-999",2005,"dengue"
49,16,"2",2018,"dengue"
79,16,"2",2016,"dengue"
103.168955,15.995486,"1",1987,"dengue"
120.3103244,15.99435067,"2",1998,"dengue"
120.349998,16,"-999",2008,"dengue"
121,16,"-999",2012,"dengue"
-61.263313,15.925016,"-999",2005,"dengue"
48.778988,15.948403,"2",2017,"dengue"
103.817366,15.917062,"1",2009,"dengue"
105.362806,15.937726,"-999",2008,"dengue"
120.333328,15.91667,"-999",2011,"dengue"
120.34,15.92,"-999",1999,"dengue"
120.41,15.92,"-999",2000,"dengue"
-96.31389,15.88861,"-999",2014,"dengue"
35.650002,15.9,"1",2019,"dengue"
104.343428,15.894663,"1",2001,"dengue"
-97.06785,15.8565,"-999",2012,"dengue"
106.274561,15.848419,"1",2008,"dengue"
78.05,15.83,"-999",2002,"dengue"
100.9908938,15.81845963,"2",1997,"dengue"
102.029285,15.807119,"-999",2006,"dengue"
104.145283,15.792641,"1",1992,"dengue"
106.252214,15.817107,"1",2007,"dengue"
-87.849,15.79,"2",2014,"dengue"
-87.4493,15.7798,"-999",1997,"dengue"
-86.79828,15.77848,"-999",2014,"dengue"
97.84540273,15.79055235,"2",2007,"dengue"
120.67028,15.779039,"-999",2005,"dengue"
120.810939,15.779183,"-999",2004,"dengue"
-88.599998,15.716667,"-999",2009,"dengue"
-87.026407,15.731485,"-999",1996,"dengue"
-85.66667,15.75,"1",2013,"dengue"
-90.356235,15.694925,"-999",1983,"dengue"
-87.03333,15.66667,"-999",2012,"dengue"
-87,15.66667,"2",2012,"dengue"
43.60582,15.69425,"-999",2012,"dengue"
100.155466,15.681895,"1",2000,"dengue"
106.433327,15.68333,"-999",2010,"dengue"
120.98763,15.69068,"-999",2014,"dengue"
121.1026,15.7057,"-999",2010,"dengue"
-91.560277,15.650719,"-999",1996,"dengue"
-88.3,15.63333,"-999",2013,"dengue"
-88.2,15.65,"2",2013,"dengue"
42.87157,15.63628,"2",2012,"dengue"
101.0956227,15.64364469,"2",1997,"dengue"
105.906472,15.665519,"-999",2008,"dengue"
121.142263,15.629484,"-999",1999,"dengue"
-87.954197,15.608158,"-999",2004,"dengue"
73.80898,15.59154,"-999",2014,"dengue"
73.87482,15.59337,"-999",2014,"dengue"
73.949997,15.6,"-999",2010,"dengue"
107.960668,15.589206,"1",2008,"dengue"
121.051111,15.602536,"-999",1999,"dengue"
-89.006499,15.552586,"-999",1989,"dengue"
73.7625,15.5425,"-999",2009,"dengue"
74.003899,15.5807,"2",2015,"dengue"
107.91666,15.58333,"1",2013,"dengue"
-88.11827519,15.50923084,"2",2004,"dengue"
-88.025,15.50417,"-999",2012,"dengue"
45.449806,15.515888,"1",2016,"dengue"
120.844059,15.501657,"-999",1999,"dengue"
-89,15.5,"-999",2009,"dengue"
-88.035622,15.498017,"-999",1997,"dengue"
-87.990723,15.474648,"-999",2009,"dengue"
73.833328,15.48333,"-999",2011,"dengue"
79.5,15.5,"-999",2011,"dengue"
120.477238,15.47766377,"2",1998,"dengue"
120.59698,15.47942,"-999",2014,"dengue"
120.974178,15.484783,"-999",1999,"dengue"
-90.950044,15.45048,"-999",1971,"dengue"
-88.01667,15.43333,"-999",2014,"dengue"
-88,15.41667,"1",2012,"dengue"
-87.86667,15.45,"-999",2013,"dengue"
-61.35622548,15.42706389,"0",1981,"dengue"
75.62971,15.42977,"-999",2014,"dengue"
106.380179,15.428199,"-999",2008,"dengue"
120.792217,15.455335,"-999",1999,"dengue"
-87.996374,15.395307,"1",2002,"dengue"
-87.8145,15.394108,"-999",1997,"dengue"
74.01519,15.40341,"-999",2013,"dengue"
120.800056,15.39146,"-999",1998,"dengue"
44.2,15.335,"-999",2005,"dengue"
74.057396,15.359682,"1",1990,"dengue"
75.124111,15.363653,"-999",2003,"dengue"
75.13378,15.34776,"-999",2012,"dengue"
99.483562,15.346176,"1",2001,"dengue"
103.3383,15.3599,"-999",2006,"dengue"
120.884514,15.361667,"-999",1998,"dengue"
-88.03333,15.31667,"2",2013,"dengue"
-87.990932,15.313989,"-999",2004,"dengue"
-87.202881,15.300519,"1",2002,"dengue"
43.019489,15.305307,"-999",2010,"dengue"
43.544312,15.321274,"-999",2010,"dengue"
120.16667,15.33333,"2",2014,"dengue"
73.95889,15.27186,"-999",2013,"dengue"
120.1422867,15.2866288,"2",1998,"dengue"
120.900021,15.267294,"-999",1999,"dengue"
-87.16667,15.25,"1",2013,"dengue"
-23.166668,15.25,"-999",2009,"dengue"
73.97555,15.21447,"-999",2013,"dengue"
101.662185,15.22540282,"2",2002,"dengue"
102.5475721,15.24491309,"2",2002,"dengue"
104.86,15.23,"-999",2000,"dengue"
120.573601,15.2216,"-999",2011,"dengue"
-23.160782,15.199386,"-999",2009,"dengue"
98.53034955,15.19480558,"2",1999,"dengue"
101.1305356,15.18654904,"2",1978,"dengue"
103.7833037,15.17787777,"2",2006,"dengue"
120.5501,15.1832,"-999",1984,"dengue"
145.75,15.19,"-999",1998,"dengue"
-88.233118,15.134273,"-999",2003,"dengue"
-87.46667,15.13333,"-999",2012,"dengue"
-87.13333,15.13333,"-999",2013,"dengue"
76.93333,15.15,"-999",2012,"dengue"
100.031744,15.130457,"1",1998,"dengue"
120.052986,15.158299,"-999",2004,"dengue"
120.58334,15.15,"-999",2013,"dengue"
-90.384823,15.115105,"-999",1989,"dengue"
-88.347026,15.08665,"1",2002,"dengue"
-23.620663,15.083395,"-999",2009,"dengue"
21.4752851,15.0892416,"1",2023,"dengue"
100.901886,15.092093,"1",1998,"dengue"
101.019393,15.121058,"1",1987,"dengue"
104.32201,15.118601,"1",1981,"dengue"
104.5745153,15.12493709,"2",2004,"dengue"
120.211487,15.10925,"-999",2005,"dengue"
-88.33333,15.08333,"1",2013,"dengue"
-23.661993,15.076115,"-999",2009,"dengue"
-23.61823,15.06072,"0",2013,"dengue"
120.620003,15.079,"-999",2011,"dengue"
120.666664,15.066667,"-999",2008,"dengue"
-91.931511,15.017875,"-999",2003,"dengue"
-89.508349,15.036083,"1",2000,"dengue"
101.9412837,15.0187762,"2",2002,"dengue"
120.696913,15.029893,"-999",2003,"dengue"
-90.82105391,14.98452719,"2",2003,"dengue"
-89.53333,14.96667,"-999",2012,"dengue"
-89.5,15,"1",2014,"dengue"
-86.5,15,"-999",2009,"dengue"
47,15,"-999",2010,"dengue"
102.103883,14.984524,"-999",1999,"dengue"
103.10392,14.99433,"-999",2010,"dengue"
108.649976,14.992089,"1",2009,"dengue"
120.48333,15,"-999",2013,"dengue"
120.7057,14.9923,"-999",2012,"dengue"
121.0237374,14.98066978,"2",2003,"dengue"
-92.25,14.923,"-999",1983,"dengue"
-88.91667,14.91667,"1",2013,"dengue"
-88.232803,14.924881,"-999",2004,"dengue"
-24.41667,14.91667,"-999",2009,"dengue"
-23.512173,14.930189,"-999",2009,"dengue"
43.192791,14.91732,"-999",2011,"dengue"
120.195572,14.94777,"-999",2004,"dengue"
120.6011,14.9405,"-999",2014,"dengue"
120.683334,14.916667,"-999",2008,"dengue"
-92.283,14.9,"-999",2012,"dengue"
-90.083629,14.90473,"-999",1989,"dengue"
-88.896032,14.898467,"1",2002,"dengue"
-24.49851,14.89635,"-999",2009,"dengue"
-24.376144,14.90763,"-999",2009,"dengue"
44.077148,14.902322,"-999",2008,"dengue"
100.349209,14.911204,"1",1998,"dengue"
102.25479,14.88825,"-999",2012,"dengue"
103.48,14.88,"-999",1994,"dengue"
103.659276,14.882941,"1",2001,"dengue"
-61.119204,14.863727,"-999",2005,"dengue"
-24.716667,14.866667,"-999",2009,"dengue"
-24.70562,14.839939,"-999",2009,"dengue"
104.372427,14.854428,"1",2009,"dengue"
120.81167,14.84194,"-999",2014,"dengue"
-61.116669,14.81667,"-999",2010,"dengue"
42.951,14.801,"-999",2005,"dengue"
75.4,14.8,"-999",2014,"dengue"
102.958924,14.8164,"1",2009,"dengue"
106.944839,14.793694,"1",2001,"dengue"
-91.713789,14.786373,"1",2000,"dengue"
-89.532838,14.783016,"-999",1988,"dengue"
-88.78333,14.76667,"2",2012,"dengue"
-61.134725,14.773638,"-999",2001,"dengue"
42.97634,14.753,"-999",2012,"dengue"
46.516262,14.75463,"2",2015,"dengue"
121.054913,14.754175,"-999",2005,"dengue"
-91.263419,14.715477,"-999",2006,"dengue"
-60.96,14.73,"-999",1986,"dengue"
-17.46074203,14.72205098,"2",1988,"dengue"
-17.4,14.75,"-999",2009,"dengue"
-16.86721796,14.74527107,"2",2009,"dengue"
45.70504035,14.73606752,"2",2005,"dengue"
103.6962786,14.71416278,"2",2006,"dengue"
107.91666,14.75,"1",2013,"dengue"
120.966667,14.71667,"-999",2011,"dengue"
121.051054,14.722397,"-999",2009,"dengue"
121.141701,14.7314,"-999",2011,"dengue"
-91.866524,14.700498,"-999",2009,"dengue"
-61.03691,14.672259,"-999",2005,"dengue"
-60.94228,14.67751,"-999",2010,"dengue"
-17.43,14.67,"-999",1983,"dengue"
48.99851425,14.69274895,"2",2010,"dengue"
120.416672,14.66667,"-999",2012,"dengue"
120.994821,14.704327,"-999",1998,"dengue"
121.013446,14.696606,"-999",1998,"dengue"
121.06812,14.701422,"-999",1998,"dengue"
121.121941,14.696944,"-999",2008,"dengue"
-90.47938525,14.63359751,"2",2004,"dengue"
-89.726161,14.643984,"-999",2002,"dengue"
-86.2,14.65,"-999",2013,"dengue"
-61.04201042,14.64024098,"2",1986,"dengue"
-61.02088345,14.64853296,"0",1999,"dengue"
100.03,14.63,"-999",1994,"dengue"
107.882227,14.641041,"1",1998,"dengue"
120.4477906,14.66088658,"2",1998,"dengue"
120.957699,14.663976,"-999",2005,"dengue"
120.985197,14.642012,"-999",1998,"dengue"
121.033333,14.63333,"-999",2010,"dengue"
121.102781,14.650026,"-999",2007,"dengue"
-89.94768,14.61925,"-999",1990,"dengue"
-87.83333,14.61667,"2",2012,"dengue"
-87.640107,14.612964,"1",2000,"dengue"
-61.074,14.604,"-999",2007,"dengue"
-61.003575,14.6237,"-999",1986,"dengue"
43.220215,14.583583,"-999",2011,"dengue"
46.8254132,14.6093259,"2",2003,"dengue"
99.895039,14.609625,"1",1998,"dengue"
100.351622,14.620075,"1",1998,"dengue"
101.018028,14.623869,"1",1998,"dengue"
101.4475719,14.61844667,"2",2001,"dengue"
103.8488561,14.61891843,"2",2006,"dengue"
104.6803596,14.60185411,"2",2007,"dengue"
120.98,14.6,"-999",1982,"dengue"
121.0364738,14.59924279,"2",1988,"dengue"
121.0614,14.58691,"-999",2014,"dengue"
121.1194,14.5853,"-999",2006,"dengue"
-91.58333,14.56667,"-999",2013,"dengue"
-90.806164,14.553536,"-999",2009,"dengue"
-87.66667,14.58333,"1",2012,"dengue"
44.3936,14.550611,"2",2019,"dengue"
47.30898554,14.57578444,"2",2005,"dengue"
49.127154,14.542961,"-999",2010,"dengue"
121.015513,14.555796,"-999",2003,"dengue"
121.065707,14.56445,"-999",2005,"dengue"
121.091795,14.554841,"-999",2003,"dengue"
121.131613,14.569499,"-999",2006,"dengue"
121.2593559,14.57983342,"2",2007,"dengue"
-91.68333,14.53333,"-999",2012,"dengue"
-86.19406,14.53389,"-999",2013,"dengue"
-60.930548,14.525929,"-999",2005,"dengue"
43.324585,14.514462,"-999",2010,"dengue"
46.838322,14.531745,"2",2015,"dengue"
121.008,14.53,"-999",2007,"dengue"
121.050493,14.516394,"-999",1998,"dengue"
-89,14.5,"1",2012,"dengue"
-60.906022,14.486583,"-999",2005,"dengue"
-0.78231781273037,14.4677726828519,"1",2016,"dengue"
75.91666,14.46667,"-999",2013,"dengue"
78.82218,14.46501,"-999",2012,"dengue"
100.11,14.46,"-999",1994,"dengue"
120.916946,14.4825,"-999",2010,"dengue"
120.98333,14.48333,"-999",2014,"dengue"
121.01749,14.48156,"-999",2014,"dengue"
-91.805376,14.442959,"-999",2003,"dengue"
-89.18333,14.43333,"-999",2012,"dengue"
-87.63,14.45,"-999",1997,"dengue"
-11.435663,14.449271,"-999",2008,"dengue"
46.48046583,14.45748587,"2",2005,"dengue"
75.091003,14.434,"2",2016,"dengue"
75.91893,14.45372,"-999",2012,"dengue"
120.993404,14.444987,"-999",1998,"dengue"
121.226799,14.4167,"-999",2011,"dengue"
-91.43063,14.378803,"-999",2002,"dengue"
-88.95,14.4,"-999",2012,"dengue"
-87.73333,14.4,"2",2013,"dengue"
44.837,14.412,"-999",2005,"dengue"
120.866869,14.409916,"-999",2009,"dengue"
121.02491,14.405195,"-999",2010,"dengue"
121.047501,14.390278,"-999",2011,"dengue"
-91.75388,14.37273,"-999",2012,"dengue"
75.93132825,14.35150194,"2",2011,"dengue"
100.529984,14.342044,"1",1998,"dengue"
100.591975,14.352812,"-999",2005,"dengue"
-88.16667,14.33333,"1",2013,"dengue"
120.930291,14.292456,"-999",2009,"dengue"
-91.36,14.28,"-999",1998,"dengue"
-89.9,14.28333,"-999",2013,"dengue"
-87.188127,14.283526,"1",2002,"dengue"
-87.029243,14.260473,"-999",2007,"dengue"
43.31741513,14.26771027,"2",2004,"dengue"
101.2359993,14.27614565,"2",2006,"dengue"
120.673,14.266,"-999",2007,"dengue"
120.8723039,14.25405905,"2",1998,"dengue"
121.123684,14.277861,"-999",2006,"dengue"
122.6603,14.2597,"-999",2007,"dengue"
-87.16666,14.25,"1",2014,"dengue"
75.645411,14.238012,"-999",2005,"dengue"
101.176667,14.214832,"1",1998,"dengue"
121.3361597,14.24791793,"2",2007,"dengue"
-91.3,14.2,"-999",2012,"dengue"
-90.300003,14.166667,"-999",2010,"dengue"
-89.897681,14.207556,"1",2000,"dengue"
-87.25959086,14.16903196,"2",1997,"dengue"
47.02,14.2,"-999",1983,"dengue"
109,14.16667,"-999",2010,"dengue"
121.961628,14.17768431,"2",2007,"dengue"
